CAR_MODEL,YEAR,ENGINE_RPM,VEHICLE_SPEED,ENGINE_LOAD,COOLANT_TEMP,MAF_GRAMS_SEC,SHORT_TERM_TRIM,LONG_TERM_TRIM,THROTTLE_POS,TROUBLE_CODES
Maruti Suzuki Baleno,2024,2128.9,86.9,41.3,95.9,38.29,27.75,18.57,25.1,P0171
Mahindra XUV300,2019,1830,71.4,39.9,93,32.86,-1.39,-1.04,27.1,None
Skoda Slavia,2023,980,43.6,44.3,94.1,17.99,-0.57,1.38,29,None
Hyundai Venue,2015,858.1,30.5,43,92.8,3.49,-1.56,-0.43,26.8,P0101
Hyundai i20,2016,2338.9,85.7,26.3,92.6,42.25,17.97,18.23,18.2,P0171
BMW X5,2023,802.6,32.7,82.9,88.2,15.01,6.12,1.16,20.9,P0300
Jeep Compass,2019,2350.5,94.2,47.4,93.8,41.9,19.3,20.67,30.3,P0171
Maruti Suzuki Alto,2024,1254.2,51.1,27.4,91.6,22.37,-1.87,-0.91,18.1,None
Hyundai Creta,2017,2270.1,82.6,66.5,95.3,41.57,3.47,-0.23,27.9,P0300
Tata Sierra,2017,1975.3,68.9,28.8,88.4,35.96,18.17,13.5,21.3,P0171
Mercedes-Benz GLC,2021,2100,42,88.9,91.6,45.9,0.6,-1.81,22.2,P2463
Mahindra Marazzo,2016,2043.1,80,18.6,89.6,8.09,1.6,-1.05,14.4,P0101
Audi Q5,2019,1164.3,38.6,34.5,119.4,20.63,1.93,1.94,25.6,P0117
Audi Q5,2017,2100,42,89,88.4,59.93,0.78,-1.01,29.8,P2463
Hyundai Alcazar,2018,1606.8,51.8,69.9,95.4,23.88,-2.46,1.89,17.2,P0300
MG Hector,2015,1557.3,77.6,73.9,95.9,34.34,-5.87,-1.38,17.1,P0300
Mahindra Thar,2018,2587.3,98.2,49.5,94,10.33,-1.46,-1.42,29.8,P0101
Renault Kiger,2016,869.3,39.8,94.1,91.9,16.12,0.41,-0.42,26.9,P2463
Ford EcoSport,2015,1926.7,55.3,72.4,88.4,28.21,-4.96,-1.51,24,P0300
Volkswagen Taigun,2018,1160,50.2,17.3,94.1,20.67,15.53,12.59,13.8,P0171
Maruti Suzuki Ertiga,2023,1782,66.7,75.7,94.9,35.65,6.23,1.26,25.6,P0300
MG Hector,2022,973.3,47.3,68.8,88.6,20.29,-1.26,1.35,19.8,P0300
Maruti Suzuki Ertiga,2020,1640.9,42,92.9,94.5,29.49,-1.74,-0.35,18.2,P2463
Maruti Suzuki Dzire,2015,1689.3,57.9,80,92.9,29.51,-5.46,1.57,22.1,P0300
Maruti Suzuki Vitara Brezza,2024,718.6,24.1,60.6,94.7,14.09,1.94,0.61,23,P0300
Maruti Suzuki Dzire,2022,1694.9,42,96.4,93,30.28,-1.34,0.67,24,P2463
Mahindra Thar,2024,1776.5,74.4,33.6,94.2,7.01,1.95,0.32,24.2,P0101
Mahindra Scorpio-N,2020,1364.4,45.9,27.4,133,24.57,-0.42,-1.58,17.7,P0117
Maruti Suzuki Ertiga,2024,3402.4,133.8,37.4,92.7,61.34,0.16,0.69,22.1,None
Honda Amaze,2024,2673.7,104.9,22.8,90.1,48.37,26.8,16.14,20,P0171
Mahindra XUV700,2020,1951.8,72,81.3,95.5,32.4,-7.64,0.36,25.5,P0300
Tata Nexon,2015,2265.2,82.1,31,112.8,41.2,1.8,-0.33,22,P0117
Renault Kiger,2024,2802.6,102.2,46.9,128.1,50.44,0.65,-1.33,28.3,P0117
Tata Punch,2021,2100,42,95.8,95.4,44.71,-0.8,-0.28,26.6,P2463
Maruti Suzuki Alto,2017,2925.6,95.9,67.6,89,46.58,2.97,1.84,27.5,P0300
Hyundai Verna,2016,2490.6,87,48.6,118.9,45.1,0.55,1.11,31.6,P0117
Mercedes-Benz GLC,2017,1604.5,67.7,43.4,126.5,28.73,2,-0.9,26.5,P0117
Jeep Compass,2022,1802.8,57.8,74.4,94.2,29.02,-0.98,0.78,17.6,P0300
Toyota Fortuner,2024,2016.3,76.5,35.2,88.6,35.92,24.01,13.49,22.6,P0171
Toyota Glanza,2024,2592.6,105.3,39.3,124.1,47.11,1.28,1.46,24.8,P0117
Maruti Suzuki Baleno,2015,2743.2,105,16.3,88.1,49.23,-1.92,1.6,13.9,None
Maruti Suzuki Baleno,2016,898.1,29.4,26.7,93.1,16.06,19.37,20.56,18.8,P0171
Mahindra Bolero,2020,3303.2,120.5,77.4,91.5,58.63,-0.98,-0.09,17.8,P0300
Hyundai i20,2019,1961.1,79.4,27.9,94.4,7.83,-0.77,-1.21,18.1,P0101
Ford EcoSport,2018,3204.4,121.8,50.7,132.9,57.7,-1.78,-1.11,31.3,P0117
BMW X5,2024,1159.6,40.4,81.3,95.7,21.04,-0.25,0.21,18.8,P2463
Jeep Compass,2018,1598.1,55.9,25.9,95.9,28.93,-1.1,0.41,19.5,None
Toyota Urban Cruiser,2023,2898.2,103.4,22.6,92.7,51.88,-1.15,0.37,17.2,None
Hyundai Creta,2022,2803.8,112.2,33.3,91.9,50.33,26.87,20.3,23.5,P0171
Kia Sonet,2015,3487,136.8,49.4,91.6,13.92,-1.08,0.22,31.3,P0101
Maruti Suzuki Alto,2016,3365.2,131.7,22.5,93.5,60.68,27.74,17.36,17.9,P0171
Tata Tiago,2021,1174,48.6,60.2,95.7,21.34,7.91,-0.03,25.6,P0300
Volkswagen Virtus,2019,1913.5,66.4,31.2,88.3,7.63,-1.14,-0.02,22.4,P0101
Mahindra Bolero,2024,2296.6,93.8,53.1,94,9.12,0.13,-0.46,29.4,P0101
Renault Kiger,2016,1467.6,55.6,45.5,88.9,5.97,0.65,0.15,25.8,P0101
Tata Safari,2019,758.5,31.6,40.7,132.6,13.3,0.38,0.4,24.2,P0117
Hyundai Alcazar,2016,2462.7,95,31.7,92.4,44.06,0.74,1.03,19.6,None
Honda Amaze,2022,1304.4,48,41.6,88.9,23.29,18.89,17.24,26.3,P0171
Mahindra XUV700,2016,3272.8,130.7,81.1,91.5,62.28,0.32,0.25,23.6,P0300
Tata Altroz,2018,2164.4,82.6,66.7,88.9,38.95,-3,0.29,25.8,P0300
Mahindra Bolero,2022,1364.1,54.5,52.1,88.9,25,-0.37,1.84,32.4,None
Maruti Suzuki Swift,2018,2100,42,87.6,94.3,43.6,-1.84,1.16,20.7,P2463
Renault Kwid,2022,2984,121.1,54,135.3,53.49,1.92,-0.49,34.3,P0117
MG Astor,2020,970.9,39.1,84.6,95.7,21.07,-4.62,1.03,18.3,P0300
Hyundai Alcazar,2020,1134,35.9,65.6,95.2,17.93,3.62,1.08,14.3,P0300
Tata Tigor,2015,1990.2,80,20.5,94.8,7.93,-0.04,-0.68,14.4,P0101
Mahindra Marazzo,2022,1083.9,42,94.1,95,19.32,-0.34,-1.89,32.6,P2463
Hyundai Verna,2016,3366.7,127.1,42.1,91.2,13.44,-1.08,-0.78,25.3,P0101
Tata Altroz,2015,3174.5,117.8,54.6,120,57.03,-0.07,-1.64,30.9,P0117
Skoda Kushaq,2021,1836.2,62,21.9,138.1,33.48,1.57,0.97,19.7,P0117
Toyota Innova Hycross,2021,2816.5,107,20.3,128.5,50.6,-1.96,0.49,17.8,P0117
Maruti Suzuki Swift,2019,1929.7,79,45.4,95.2,34.61,0.8,-1.86,30.5,None
Maruti Suzuki Ertiga,2022,2100,42,82.5,95.2,61.84,0.13,-0.76,26.9,P2463
Toyota Fortuner,2024,2727,111.9,68.3,88.6,55,-2.14,1.52,24.5,P0300
Hyundai i20,2019,1078.2,41.4,68.1,89.6,22.48,4.5,-1.16,27.3,P0300
Maruti Suzuki Vitara Brezza,2017,3189.5,115.8,18,96,57.03,1.51,0.97,16.6,None
Ford Endeavour,2021,2068.4,71.9,40.4,91.6,8.36,0.35,0.97,24.5,P0101
Toyota Fortuner,2023,1503,56.7,42.9,89.7,26.69,21.1,15.8,28.4,P0171
Mahindra Bolero,2017,2793.6,113.5,35.8,90.9,50.45,19.75,17.8,22.1,P0171
Skoda Kushaq,2022,1778.5,42,94.5,91.9,32.02,0.75,0.69,25.2,P2463
Skoda Kushaq,2022,1768.6,73.4,32.8,94,32.04,-1.35,1.9,20.5,None
Honda Amaze,2020,1817.9,61.3,35.4,127.6,32.6,1.07,1.02,22.1,P0117
Mahindra Marazzo,2016,2859.6,103.5,51.9,124.8,51.6,0.72,0.68,31.2,P0117
Mahindra Bolero,2022,2218.8,86.7,17.1,94.6,39.67,-0.28,-1,16.9,None
Toyota Glanza,2022,1763.9,68.4,81,93.9,28.31,1.44,-1.09,30.1,P0300
Jeep Compass,2021,2100,42,80.8,88.1,60.96,1.28,1.96,26.1,P2463
Renault Kiger,2019,3349.8,128.3,16.4,92,13.37,0.34,-0.93,13.5,P0101
Mahindra XUV300,2015,1421.7,44.7,76.2,89.5,21.05,-0.69,-0.16,24.4,P0300
Honda Amaze,2016,1791.1,75,44.5,89.5,7.25,-0.6,-1.33,28.8,P0101
Nissan Magnite,2024,2679.5,107.7,67.5,88.7,52.66,-7.07,1.64,27.9,P0300
Tata Harrier,2017,2709.7,108.3,46.7,88.7,48.92,16.78,12.33,27,P0171
Hyundai Venue,2023,1892.8,78.8,17.5,118.8,34.17,1.31,-0.86,13.2,P0117
Audi Q5,2018,1154,40.9,85.5,89.2,21.12,-1.58,-1.77,17,P2463
Kia Seltos,2020,2822,109.2,18.4,138.3,50.82,1.01,-0.51,14.9,P0117
Mahindra Marazzo,2018,1806.8,75.8,26.2,90.5,7.24,0.42,-0.41,18.5,P0101
Toyota Fortuner,2024,2945.9,112.1,16.4,95.7,11.7,-0.26,0.29,13.7,P0101
Mahindra Marazzo,2016,1269.9,45.8,54.4,91.3,22.44,-0.53,0.62,30.8,None
Hyundai Venue,2024,2744.9,104.8,36.1,94.6,49.2,18.38,14.99,21.7,P0171
Maruti Suzuki Vitara Brezza,2022,2303.2,81.6,34,92.4,41.23,1.33,-1.97,24.8,None
Renault Kwid,2020,2160.3,82.5,34.5,127.6,39.24,0.8,0.17,22.1,P0117
Jeep Compass,2022,1399.7,47.5,27.6,128.7,25.37,-0.48,-1.05,18.3,P0117
Maruti Suzuki Alto,2022,1291.1,47.7,48.9,95.6,5.24,-1.81,1.79,28.4,P0101
Hyundai Tucson,2015,976.4,31.1,38.2,117,17.14,-1.3,0.9,26.1,P0117
Toyota Innova Hycross,2021,1113.2,40.9,25.1,91.5,20.17,0.01,1.12,19.9,None
Maruti Suzuki Swift,2016,2160.2,78.5,69.8,90.6,38.57,-3.07,-0.34,24.3,P0300
Hyundai i20,2019,2336.6,89,33.8,94.2,42.26,0.3,-0.51,24.2,None
Mahindra XUV300,2022,2200.3,78.7,35.1,112.9,39.77,-1.34,-0.79,22.8,P0117
Maruti Suzuki Vitara Brezza,2024,3015.1,111.1,36,94.5,53.78,-1.04,1.72,23.7,None
Tata Tigor,2017,1467,52.2,43.2,94.6,26.36,23.43,17.35,29.1,P0171
Tata Sierra,2022,1087.6,40,39.1,139.7,19.47,-0.46,-1.99,24.7,P0117
Maruti Suzuki Baleno,2022,2949.1,110.2,75.3,95,53.49,-0.3,1.94,21.5,P0300
Maruti Suzuki Swift,2022,2100,42,88.2,91,57.78,-1.15,-0.89,30.4,P2463
Hyundai i20,2018,2789.3,124.2,64.5,90.3,55.53,2.33,-0.36,24.1,P0300
Volkswagen Virtus,2024,1896.7,72.1,22.3,95.9,7.64,-1.38,0.4,19.8,P0101
Kia Sonet,2017,2345.9,81.3,46.6,127.3,41.83,-1.88,-1.55,30.9,P0117
Tata Tigor,2021,764.7,22,38.4,94.6,14.01,17.09,14.23,23.6,P0171
Maruti Suzuki Dzire,2024,1035.9,43.7,49.1,93.3,18.35,1.37,-1.04,31.5,None
Ford Endeavour,2016,2417.6,97.2,23.2,89.7,43.8,-1.74,-0.28,17.5,None
Maruti Suzuki Baleno,2020,802,25,27.1,95,3.18,-0.79,0.97,20.9,P0101
Mahindra Thar,2019,3326.2,114.6,63.9,93.2,53.52,0.98,-0.35,15,P0300
Maruti Suzuki Swift,2023,3126,119.4,36.5,90.7,12.48,0.29,1.82,25.7,P0101
Mahindra Marazzo,2020,2100,42,81,90.6,60.23,-1.68,0.57,30.9,P2463
Skoda Kushaq,2016,2044,42,87.5,94.1,37.01,1.19,-1.77,18.9,P2463
Maruti Suzuki Celerio,2017,3252.6,119.5,54.2,127.9,58.07,0.73,1.47,29.8,P0117
Mahindra Thar,2017,3414,134.4,33.5,92.5,61.42,17.17,13.22,20.7,P0171
Tata Sierra,2022,2728.3,97.1,36.1,94,48.88,18.14,21.2,25.6,P0171
Maruti Suzuki Alto,2019,2012.7,78.1,62.3,92.4,37.06,-3,0.15,21.3,P0300
Maruti Suzuki Ertiga,2017,3364.8,129.8,33.9,120.5,60.9,0.5,1.22,22.1,P0117
MG Hector,2015,483.7,29,79.9,88.6,14.39,2.46,-1.26,28.2,P0300
Nissan Magnite,2016,1238.9,42,81.4,95.4,22.06,-1.2,-1.75,28.9,P2463
Hyundai Venue,2019,1175.1,45.9,41.4,93.8,21.1,19.33,14.55,28,P0171
Maruti Suzuki Dzire,2024,1400.9,45.8,54.2,92.4,5.52,-1.78,-1.96,33.4,P0101
Skoda Slavia,2018,2156.4,76,15.9,88.7,38.78,1.81,-1.79,16.5,None
Maruti Suzuki WagonR,2020,2208.1,77.4,19.9,90.9,8.78,-0.58,0.18,17.7,P0101
Maruti Suzuki Alto,2024,1240,53.4,27.2,95.3,4.92,-0.75,0.09,22,P0101
Hyundai Venue,2024,1023.7,37.5,50.4,92.4,18.24,22.92,19.03,28.4,P0171
Kia Carens,2019,1599.3,42,87.9,94.4,29.12,1.65,-1.78,20.4,P2463
Skoda Kushaq,2022,1170,50,29.7,95.8,4.74,0.9,0.13,21.7,P0101
Tata Altroz,2024,847.6,34.6,42.5,91.9,15.7,-1.81,1.96,24.6,None
Renault Kwid,2015,1590.1,58.1,21.4,93.9,6.45,0.7,1.32,14.9,P0101
Maruti Suzuki Baleno,2021,858.3,28.1,38.1,90.9,15.45,-1.59,0.09,22.6,None
Hyundai Creta,2016,2786.2,110,28.6,94,11.17,-0.45,-1.43,22.6,P0101
BMW X5,2015,1959.9,73.5,33.2,91.6,34.82,-0.9,0.96,24.1,None
Maruti Suzuki WagonR,2022,1960,82.2,78.1,91,37.29,-4.13,-1.79,29.5,P0300
Ford Endeavour,2017,2037.2,42,85.8,91.7,36.91,1.59,-0.49,26.4,P2463
Kia Seltos,2020,2353.7,94,47,88.9,42.17,22.51,17.14,27.2,P0171
Maruti Suzuki Ertiga,2019,2100,42,87.8,93.5,57.53,1.69,0.18,18.9,P2463
Ford Endeavour,2015,2417.2,86.8,47.8,95,43.65,0.78,-1.31,28.9,None
Maruti Suzuki Baleno,2020,2779.6,112.6,22.3,88.5,50.32,20.42,16.83,18.9,P0171
Renault Kwid,2020,819.4,30.9,84.2,90.2,14.4,-1.18,0.06,31.8,P2463
Hyundai Alcazar,2021,2100,42,94,92.4,56.54,-1.11,-1.9,18,P2463
MG Astor,2023,2100,42,83.1,89,48.62,1.9,-0.58,22.3,P2463
Honda Amaze,2020,2413.2,92.5,48.2,93.8,43.41,24.12,20.6,29.9,P0171
Toyota Innova Hycross,2018,1131.7,47.3,46.5,93.8,20.62,19.22,20.64,27.7,P0171
BMW X5,2020,3193.4,115,20.2,114.6,57.26,1.85,0.37,15.7,P0117
Toyota Glanza,2015,876,26.8,51.2,138.3,16.24,-1.39,1.71,29.4,P0117
Tata Sierra,2020,1228,41.4,32,115.8,22.12,-1.21,1.76,21.4,P0117
Audi Q5,2020,1429.8,59.2,76.6,89.3,26.37,5.88,-1.65,20.5,P0300
Mercedes-Benz GLC,2021,1613.6,54.7,30.5,91.5,28.65,27.19,19.63,23.2,P0171
Kia Carens,2018,1607.1,42,80,94.3,28.44,-1.61,1.13,17.8,P2463
Toyota Urban Cruiser,2019,1514,42,86.5,91.1,27.59,1.01,0.37,17.4,P2463
Hyundai Creta,2024,1112.1,37.5,83.2,92.9,20.06,1.23,-0.89,17.6,P2463
Tata Tiago,2015,2709.3,97.7,15.4,93,10.87,1.43,0.56,15,P0101
Hyundai Tucson,2024,1738.5,72.2,20.5,92.9,6.98,1.57,-1.39,18.1,P0101
Honda City,2019,1184.7,45.3,46.6,132.6,21.18,0.47,-0.02,26.3,P0117
Renault Kiger,2018,1351.3,42,82.4,88.7,23.99,-1.73,1.25,22,P2463
Skoda Kushaq,2019,2400.6,83,73.4,93.6,38.21,-3.25,-1.66,29.1,P0300
Mahindra XUV300,2023,3489.6,127.4,21.4,92.9,63.27,-0.42,-0.14,17.7,None
Tata Sierra,2017,1915,67.2,26.4,94.9,34.23,-1.05,-0.61,17.6,None
Tata Nexon,2015,781.2,29.9,80.5,94.8,16.94,0.13,1.44,30.9,P0300
Mahindra Marazzo,2016,2440.8,89.2,65.5,95.7,41.08,-7.99,1.49,21.6,P0300
MG Hector,2018,1894.6,42,81.5,94.7,33.96,1.78,-1.11,13.1,P2463
MG Hector,2019,2742,108.7,24.5,92.5,49.77,1.11,1.89,20.8,None
Hyundai Creta,2021,2100,42,82.7,91.3,58.38,-1.56,0.83,15.8,P2463
Skoda Kushaq,2023,2448.6,98.6,67,90.6,43.08,2.79,0.09,17.2,P0300
Tata Safari,2018,2458.7,95,38.4,115.4,43.92,-1.38,1.96,26.3,P0117
Tata Nexon,2019,1274,42,91.6,89.2,23.35,-0.93,0.77,15.3,P2463
Maruti Suzuki Vitara Brezza,2022,1975.6,42,93,90.6,35.3,0.53,1.5,24.3,P2463
Skoda Slavia,2017,1778,42,91.1,89.4,32.04,-0.43,1.74,14.1,P2463
Audi Q5,2017,2709,108.1,40.8,112.7,48.5,0.16,0.59,27.8,P0117
Hyundai Verna,2016,752.1,28.1,87.7,88,13.82,-1.27,-1.76,25.8,P2463
Mahindra XUV700,2021,2100,42,95.2,88,58.72,1.19,1.94,27,P2463
Ford EcoSport,2018,2325.1,86.6,47.7,88.7,42.12,-0.01,-0.41,27.3,None
Toyota Glanza,2017,3583.8,130.5,84.3,94.1,61.93,-5.91,1.79,17.4,P0300
Hyundai Alcazar,2019,932,25.3,68.6,90.3,14.96,-1.33,-0.98,29.9,P0300
Volkswagen Virtus,2017,3088.6,112.8,36.1,135.1,55.11,-1.98,1.19,23.5,P0117
Maruti Suzuki Ertiga,2020,2163.6,75.1,23.4,92.5,38.68,1.9,-0.44,19,None
Toyota Glanza,2020,2829.7,105,35.3,95.5,50.49,-1.36,-1.41,22.5,None
Toyota Urban Cruiser,2024,3453.5,136.1,37.8,91.8,62.06,1.22,0.78,22.5,None
Tata Tigor,2023,1057.4,41.3,32.1,90.2,18.85,18.41,12.58,20.5,P0171
Mercedes-Benz GLC,2015,2483.8,115.2,66.3,91.4,51.01,7.98,-1.61,29.4,P0300
Mahindra XUV300,2024,2193,64.7,77.9,94.6,33.33,-6.14,0.08,24.5,P0300
Toyota Urban Cruiser,2015,2017.6,42,97.3,89.1,36.49,1.8,-0.67,14.2,P2463
Ford Endeavour,2023,1360.8,44.4,16.6,95.4,5.45,-1.39,-1.32,13.6,P0101
Audi Q5,2017,2112.7,88.1,49.7,123.9,38.22,-0.95,-1.87,32.3,P0117
Volkswagen Taigun,2024,1634.7,42,94.1,92,29.47,1.24,0.25,29.1,P2463
Mahindra Marazzo,2022,1089.4,36,31.2,91.3,4.4,0.42,-0.75,19.6,P0101
Kia Seltos,2021,2781,98.1,68.9,92.9,49.03,-7.2,-1.21,20.2,P0300
Tata Tiago,2017,1086.6,40.8,97.5,89.3,19.64,1.68,0.08,25.2,P2463
Renault Kiger,2016,3270.4,124.7,31.8,91.8,58.94,22.44,20.75,21.5,P0171
Tata Nexon,2020,2249.9,85.8,50.4,95.7,9.08,1.88,0.45,32.3,P0101
Renault Kiger,2018,946.5,34,35,90,17.3,22.44,17.81,25.8,P0171
MG Astor,2023,1945.4,55.7,72.4,91.2,27.54,7.4,0.25,32.7,P0300
Tata Nexon,2020,3300,126,50.5,120,59.77,0.07,-1.67,29.7,P0117
Nissan Magnite,2021,2606.6,101.6,25.4,89.6,10.34,-1.05,0.74,19.3,P0101
Tata Tigor,2023,1957.6,73.3,35.2,89.2,35.71,27.63,15.08,23.6,P0171
Mahindra Scorpio-N,2015,1200.1,40.2,39.6,89.2,21.95,1.87,-0.66,23.3,None
Skoda Kushaq,2017,1779.9,68,35.2,88.4,32.46,17.81,17.9,21.9,P0171
Hyundai Alcazar,2017,3223.8,116.1,72.3,91.8,51.99,2.54,-1.99,31.5,P0300
Maruti Suzuki Vitara Brezza,2022,3348.3,132.8,27.9,89.1,60.59,0.75,1.05,20.5,None
Tata Sierra,2023,1066.8,54.6,60.4,94.4,21.99,5.18,0.92,26.8,P0300
Maruti Suzuki Swift,2016,1690.2,60,66.7,91.3,25.1,5.5,1.58,19.9,P0300
Mercedes-Benz GLC,2017,1200.4,47.5,37.9,91.6,21.87,27.02,18.19,22.5,P0171
Maruti Suzuki WagonR,2015,1109.3,37.4,46,89.2,19.97,-1.17,1.74,26.5,None
Hyundai Verna,2020,1965.1,78.4,82.4,95.7,40.03,-5.07,1.26,26,P0300
Hyundai Venue,2022,1788.1,75.7,35,88.4,32.14,17.03,12.77,23,P0171
Tata Harrier,2015,2815.3,105.9,49.6,93.6,50.87,24.17,19.14,28.6,P0171
Volkswagen Taigun,2016,1889.8,69.8,27,94.6,33.85,-0.43,1.4,17.4,None
Honda Amaze,2018,2144.1,76,30.4,90,8.56,-1.8,-0.86,20.4,P0101
Hyundai Tucson,2024,2784.6,99.9,50.2,94.2,11.05,-1.96,0.78,30,P0101
Maruti Suzuki Baleno,2022,2038.2,82.7,32.9,90.3,36.47,16.64,12.64,21.6,P0171
Jeep Compass,2018,833.6,30,36.3,90.8,3.4,-0.22,1.22,21.9,P0101
Maruti Suzuki WagonR,2018,2100,42,81.2,95.1,53.64,-0.78,-1.22,28.2,P2463
Toyota Innova Hycross,2024,3394.5,131.5,25.9,133.8,61.14,-1.36,1.86,19.5,P0117
Renault Kiger,2017,3244.1,133.5,60.8,92,62.43,-3.29,0.11,26,P0300
Maruti Suzuki Celerio,2023,1056.3,38.1,43.9,94,19.05,18.86,21.65,25,P0171
Mahindra XUV700,2022,867.5,30.4,85.4,95,15.72,-1.82,-1.65,22.1,P2463
Nissan Magnite,2022,1088.7,37.7,18.3,124.4,19.69,-1.38,1.96,15.4,P0117
Skoda Kushaq,2016,2873.4,110.7,31.4,93.4,51.82,1.42,-0.17,23.5,None
Tata Safari,2021,1409.6,55.6,48.8,90,25.15,-0.64,-1.64,30.7,None
Renault Kiger,2015,1487.4,42,61.6,94.7,19.52,5.66,1.28,23.4,P0300
Mahindra Marazzo,2016,2100,42,81.4,90.5,60.41,-1.3,1.35,15.6,P2463
Renault Kiger,2021,2849.9,109.2,42.2,92.5,50.8,-1.71,-1.4,25.3,None
MG Astor,2018,1067.5,47.2,43.5,95.2,4.23,0.72,0.56,25.4,P0101
Mahindra XUV700,2021,3003.9,111.6,62.7,94.1,48.73,7.19,1.25,24.8,P0300
Maruti Suzuki Alto,2020,2929.7,113.9,50.6,88.2,52.35,19.82,12.33,32.6,P0171
MG Hector,2016,1224.9,40.9,17.6,93.7,21.86,20.86,19.97,14.4,P0171
Maruti Suzuki Vitara Brezza,2017,1579.7,64.1,29.5,91.4,28.43,-1.59,-0.36,21.4,None
Tata Sierra,2018,2385.5,84.8,31.7,131.7,43.04,1.69,0.24,22.8,P0117
Maruti Suzuki Baleno,2015,1618.4,54,18.1,92.7,6.48,-0.47,1.55,16.4,P0101
Tata Sierra,2021,677.4,35,75.1,92,14.49,-7.13,0.43,27.5,P0300
Maruti Suzuki WagonR,2015,984.4,31.3,37.9,94.8,18.12,15.45,13.71,24.5,P0171
Hyundai Verna,2019,2932.8,107.5,15.6,124.1,53.22,1.41,-0.77,12.2,P0117
BMW X5,2021,2114.1,72.1,78.4,94.8,33.86,-3.77,-1.6,16.5,P0300
Toyota Glanza,2015,1508.7,60.4,25.9,94.3,26.76,19.54,16.29,19.2,P0171
Hyundai Creta,2020,2100,42,84.4,93.5,51.44,1.74,0.04,16.7,P2463
Ford EcoSport,2021,1374.4,49.4,49.1,92.6,25.1,21.57,12.96,31.8,P0171
Renault Kwid,2022,1561.5,51.4,21.3,92.4,27.79,26.03,21.28,17.5,P0171
Renault Kwid,2015,2019.1,84.2,46.9,95,36.1,20.35,18.22,28.4,P0171
Kia Seltos,2018,2597.4,93.9,28.9,135.1,47.09,-0.42,1.25,19.4,P0117
Volkswagen Taigun,2020,2755.3,102.9,40.7,90.1,49.16,19.19,20.52,28.1,P0171
Maruti Suzuki Dzire,2019,2949.4,106.3,32.4,113.2,53.34,1.2,0.99,21.9,P0117
Kia Carens,2018,3187.1,122.4,80,88.8,58.59,0.82,0,23.5,P0300
Toyota Innova Hycross,2019,988.3,32.3,17,95.7,17.52,18.28,15.52,17.3,P0171
Maruti Suzuki WagonR,2020,1273.5,49.2,51.6,95.9,5.08,1.29,1.09,33.1,P0101
Renault Kiger,2018,704,25.1,73.3,88.7,13.42,-6.65,-1.2,23.5,P0300
Hyundai Creta,2020,1425,52.8,43.2,129.9,25.23,-1.65,1.66,24.7,P0117
Tata Sierra,2018,1982.6,42,95.2,95.8,36.17,-1.39,1.76,21.9,P2463
Hyundai Creta,2015,2354.7,96.9,53.5,95.8,42.66,-1.33,-0.31,29.7,None
Tata Tigor,2023,2100,42,95,91,61.72,1.88,-1.12,15.2,P2463
Maruti Suzuki Swift,2015,2100,42,93.3,90.1,39.63,-0.45,-0.44,20.4,P2463
Toyota Glanza,2021,2765.9,99.5,46.9,139.4,49.37,0.86,0.42,28.3,P0117
Maruti Suzuki Dzire,2016,1953.4,78.8,47.3,92.5,7.72,1.04,0.85,28,P0101
Toyota Fortuner,2024,1927.2,42,90.9,93.8,34.6,1.62,0.34,24.1,P2463
Toyota Glanza,2018,2209.5,88.8,33,93.4,39.37,-0.13,0.18,24.1,None
Mahindra Thar,2023,1362.5,57.2,43.5,95.8,5.51,1.68,0,27.8,P0101
Hyundai Tucson,2024,2154.6,76,20.3,113.8,38.96,-0.33,-0.2,17.6,P0117
Honda City,2024,2622.9,99.8,78.4,92.2,46.92,6.64,0.27,17.6,P0300
Kia Sonet,2017,2309.9,90.5,33.4,88.2,41.66,23.38,19.59,23.7,P0171
MG Astor,2016,1048.9,42,83.9,89.7,19.22,-1.84,0.23,16.3,P2463
Honda City,2021,2599.9,92.8,36.3,89,10.38,1.62,-0.29,21.9,P0101
Toyota Glanza,2019,1018.4,45.9,27.8,90.1,18.02,15.89,15.31,22.5,P0171
Jeep Compass,2019,1539.2,53.8,36.9,115.2,28.18,-0.41,1.21,25.3,P0117
Tata Punch,2019,1039.2,38,36.7,94.1,19.18,-0.24,0.44,26.1,None
Toyota Urban Cruiser,2022,1070.7,39.7,33.2,93.9,4.22,1.42,1.32,22.7,P0101
MG Hector,2018,3388.4,130.5,22.3,91.3,13.55,0.64,0.73,18.9,P0101
Mahindra XUV700,2015,2900.7,106.1,81.7,90.5,51.02,1.13,1.83,28.8,P0300
Kia Carens,2015,1054.6,35.7,18.2,90.9,18.97,21.84,21.38,16.7,P0171
Maruti Suzuki Baleno,2021,1673.5,57.9,33.8,91.4,6.68,-0.65,0.28,22.1,P0101
Honda Amaze,2023,2353.6,97.4,15.8,89,42.79,0.46,-1.67,12.7,None
Hyundai Creta,2024,2833.3,112.9,44.2,90.5,51.07,27.25,20.82,25.9,P0171
Tata Nexon,2023,1235.7,42.1,41.8,90.8,22.47,0.62,1.04,26.2,None
Kia Carens,2016,1982.3,69.3,40,95.4,35.7,-0.57,0.65,27.1,None
Hyundai Verna,2022,2679.7,97,41.3,90.8,48.58,24.78,18.02,24.5,P0171
